Region/Country/Area,,Year,Series,Value
660,Anguilla,2017,Total supply (petajoules),2
660,Anguilla,2018,Total supply (petajoules),2
660,Anguilla,1995,Supply per capita (gigajoules),94
660,Anguilla,2000,Supply per capita (gigajoules),117
660,Anguilla,2005,Supply per capita (gigajoules),132
660,Anguilla,2010,Supply per capita (gigajoules),159
660,Anguilla,2015,Supply per capita (gigajoules),154
660,Anguilla,2016,Supply per capita (gigajoules),153
660,Anguilla,2017,Supply per capita (gigajoules),139
660,Anguilla,2018,Supply per capita (gigajoules),141
28,Antigua and Barbuda,2015,Primary energy production (petajoules),0
28,Antigua and Barbuda,2016,Primary energy production (petajoules),0
28,Antigua and Barbuda,2017,Primary energy production (petajoules),0
28,Antigua and Barbuda,2018,Primary energy production (petajoules),0
28,Antigua and Barbuda,1995,Net imports [Imports - Exports - Bunkers] (petajoules),3
28,Antigua and Barbuda,2000,Net imports [Imports - Exports - Bunkers] (petajoules),4
28,Antigua and Barbuda,2005,Net imports [Imports - Exports - Bunkers] (petajoules),6
28,Antigua and Barbuda,2010,Net imports [Imports - Exports - Bunkers] (petajoules),6
28,Antigua and Barbuda,2015,Net imports [Imports - Exports - Bunkers] (petajoules),7
28,Antigua and Barbuda,2016,Net imports [Imports - Exports - Bunkers] (petajoules),7
28,Antigua and Barbuda,2017,Net imports [Imports - Exports - Bunkers] (petajoules),7
28,Antigua and Barbuda,2018,Net imports [Imports - Exports - Bunkers] (petajoules),7
28,Antigua and Barbuda,1995,Total supply (petajoules),3
28,Antigua and Barbuda,2000,Total supply (petajoules),4
28,Antigua and Barbuda,2005,Total supply (petajoules),5
28,Antigua and Barbuda,2010,Total supply (petajoules),6
28,Antigua and Barbuda,2015,Total supply (petajoules),7
28,Antigua and Barbuda,2016,Total supply (petajoules),7
28,Antigua and Barbuda,2017,Total supply (petajoules),7
28,Antigua and Barbuda,2018,Total supply (petajoules),7
28,Antigua and Barbuda,1995,Supply per capita (gigajoules),49
28,Antigua and Barbuda,2000,Supply per capita (gigajoules),56
28,Antigua and Barbuda,2005,Supply per capita (gigajoules),65
28,Antigua and Barbuda,2010,Supply per capita (gigajoules),74
28,Antigua and Barbuda,2015,Supply per capita (gigajoules),74
28,Antigua and Barbuda,2016,Supply per capita (gigajoules),75
28,Antigua and Barbuda,2017,Supply per capita (gigajoules),74
28,Antigua and Barbuda,2018,Supply per capita (gigajoules),75
32,Argentina,1995,Primary energy production (petajoules),"2,722"
32,Argentina,2000,Primary energy production (petajoules),"3,413"
32,Argentina,2005,Primary energy production (petajoules),"3,609"
32,Argentina,2010,Primary energy production (petajoules),"3,331"
32,Argentina,2015,Primary energy production (petajoules),"3,059"
32,Argentina,2016,Primary energy production (petajoules),"3,111"
32,Argentina,2017,Primary energy production (petajoules),"3,035"
32,Argentina,2018,Primary energy production (petajoules),"3,152"
32,Argentina,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-535
32,Argentina,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-866
32,Argentina,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-683
32,Argentina,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-21
32,Argentina,2015,Net imports [Imports - Exports - Bunkers] (petajoules),371
32,Argentina,2016,Net imports [Imports - Exports - Bunkers] (petajoules),316
32,Argentina,2017,Net imports [Imports - Exports - Bunkers] (petajoules),355
32,Argentina,2018,Net imports [Imports - Exports - Bunkers] (petajoules),138
32,Argentina,1995,Changes in stocks (petajoules),-6
32,Argentina,2000,Changes in stocks (petajoules),-17
32,Argentina,2005,Changes in stocks (petajoules),8
32,Argentina,2010,Changes in stocks (petajoules),16
32,Argentina,2015,Changes in stocks (petajoules),9
32,Argentina,2016,Changes in stocks (petajoules),-1
32,Argentina,2017,Changes in stocks (petajoules),4
32,Argentina,2018,Changes in stocks (petajoules),1
32,Argentina,1995,Total supply (petajoules),"2,194"
32,Argentina,2000,Total supply (petajoules),"2,564"
32,Argentina,2005,Total supply (petajoules),"2,919"
32,Argentina,2010,Total supply (petajoules),"3,295"
32,Argentina,2015,Total supply (petajoules),"3,423"
32,Argentina,2016,Total supply (petajoules),"3,428"
32,Argentina,2017,Total supply (petajoules),"3,385"
32,Argentina,2018,Total supply (petajoules),"3,288"
32,Argentina,1995,Supply per capita (gigajoules),63
32,Argentina,2000,Supply per capita (gigajoules),69
32,Argentina,2005,Supply per capita (gigajoules),75
32,Argentina,2010,Supply per capita (gigajoules),81
32,Argentina,2015,Supply per capita (gigajoules),79
32,Argentina,2016,Supply per capita (gigajoules),79
32,Argentina,2017,Supply per capita (gigajoules),77
32,Argentina,2018,Supply per capita (gigajoules),74
51,Armenia,1995,Primary energy production (petajoules),11
51,Armenia,2000,Primary energy production (petajoules),27
51,Armenia,2005,Primary energy production (petajoules),37
51,Armenia,2010,Primary energy production (petajoules),39
51,Armenia,2015,Primary energy production (petajoules),45
51,Armenia,2016,Primary energy production (petajoules),43
51,Armenia,2017,Primary energy production (petajoules),45
51,Armenia,2018,Primary energy production (petajoules),37
51,Armenia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),59
51,Armenia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),57
51,Armenia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),69
51,Armenia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),70
51,Armenia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),92
51,Armenia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),88
51,Armenia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),94
51,Armenia,2018,Net imports [Imports - Exports - Bunkers] (petajoules),94
51,Armenia,2010,Changes in stocks (petajoules),3
51,Armenia,2015,Changes in stocks (petajoules),1
51,Armenia,2016,Changes in stocks (petajoules),0
51,Armenia,2017,Changes in stocks (petajoules),1
51,Armenia,2018,Changes in stocks (petajoules),0
51,Armenia,1995,Total supply (petajoules),69
51,Armenia,2000,Total supply (petajoules),85
51,Armenia,2005,Total supply (petajoules),106
51,Armenia,2010,Total supply (petajoules),106
51,Armenia,2015,Total supply (petajoules),135
51,Armenia,2016,Total supply (petajoules),130
51,Armenia,2017,Total supply (petajoules),137
51,Armenia,2018,Total supply (petajoules),131
51,Armenia,1995,Supply per capita (gigajoules),21
51,Armenia,2000,Supply per capita (gigajoules),28
51,Armenia,2005,Supply per capita (gigajoules),35
51,Armenia,2010,Supply per capita (gigajoules),37
51,Armenia,2015,Supply per capita (gigajoules),46
51,Armenia,2016,Supply per capita (gigajoules),44
51,Armenia,2017,Supply per capita (gigajoules),46
51,Armenia,2018,Supply per capita (gigajoules),44
533,Aruba,1995,Primary energy production (petajoules),0
533,Aruba,2000,Primary energy production (petajoules),5
533,Aruba,2005,Primary energy production (petajoules),5
533,Aruba,2010,Primary energy production (petajoules),5
533,Aruba,2015,Primary energy production (petajoules),1
533,Aruba,2016,Primary energy production (petajoules),1
533,Aruba,2017,Primary energy production (petajoules),1
533,Aruba,2018,Primary energy production (petajoules),1
533,Aruba,1995,Net imports [Imports - Exports - Bunkers] (petajoules),10
533,Aruba,2000,Net imports [Imports - Exports - Bunkers] (petajoules),49
533,Aruba,2005,Net imports [Imports - Exports - Bunkers] (petajoules),54
533,Aruba,2010,Net imports [Imports - Exports - Bunkers] (petajoules),51
533,Aruba,2015,Net imports [Imports - Exports - Bunkers] (petajoules),12
533,Aruba,2016,Net imports [Imports - Exports - Bunkers] (petajoules),12
533,Aruba,2017,Net imports [Imports - Exports - Bunkers] (petajoules),12
533,Aruba,2018,Net imports [Imports - Exports - Bunkers] (petajoules),12
533,Aruba,1995,Total supply (petajoules),10
533,Aruba,2000,Total supply (petajoules),54
533,Aruba,2005,Total supply (petajoules),58
533,Aruba,2010,Total supply (petajoules),56
533,Aruba,2015,Total supply (petajoules),13
533,Aruba,2016,Total supply (petajoules),13
533,Aruba,2017,Total supply (petajoules),13
533,Aruba,2018,Total supply (petajoules),13
533,Aruba,1995,Supply per capita (gigajoules),121
533,Aruba,2000,Supply per capita (gigajoules),594
533,Aruba,2005,Supply per capita (gigajoules),576
533,Aruba,2010,Supply per capita (gigajoules),550
533,Aruba,2015,Supply per capita (gigajoules),122
533,Aruba,2016,Supply per capita (gigajoules),120
533,Aruba,2017,Supply per capita (gigajoules),120
533,Aruba,2018,Supply per capita (gigajoules),118
36,Australia,1995,Primary energy production (petajoules),"7,825"
36,Australia,2000,Primary energy production (petajoules),"9,779"
36,Australia,2005,Primary energy production (petajoules),"11,491"
36,Australia,2010,Primary energy production (petajoules),"13,646"
36,Australia,2015,Primary energy production (petajoules),"16,033"
36,Australia,2016,Primary energy production (petajoules),"16,201"
36,Australia,2017,Primary energy production (petajoules),"16,979"
36,Australia,2018,Primary energy production (petajoules),"17,231"
36,Australia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,759"
36,Australia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,432"
36,Australia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-6,728"
36,Australia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-7,985"
36,Australia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-10,625"
36,Australia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),"-11,055"
36,Australia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"-11,470"
36,Australia,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"-11,883"
36,Australia,1995,Changes in stocks (petajoules),104
36,Australia,2000,Changes in stocks (petajoules),-221
36,Australia,2005,Changes in stocks (petajoules),-29
36,Australia,2010,Changes in stocks (petajoules),265
36,Australia,2015,Changes in stocks (petajoules),78
36,Australia,2016,Changes in stocks (petajoules),-174
36,Australia,2017,Changes in stocks (petajoules),135
36,Australia,2018,Changes in stocks (petajoules),-45
36,Australia,1995,Total supply (petajoules),"3,962"
36,Australia,2000,Total supply (petajoules),"4,567"
36,Australia,2005,Total supply (petajoules),"4,790"
36,Australia,2010,Total supply (petajoules),"5,396"
36,Australia,2015,Total supply (petajoules),"5,330"
36,Australia,2016,Total supply (petajoules),"5,320"
36,Australia,2017,Total supply (petajoules),"5,374"
36,Australia,2018,Total supply (petajoules),"5,393"
36,Australia,1995,Supply per capita (gigajoules),219
36,Australia,2000,Supply per capita (gigajoules),238
36,Australia,2005,Supply per capita (gigajoules),235
36,Australia,2010,Supply per capita (gigajoules),244
36,Australia,2015,Supply per capita (gigajoules),223
36,Australia,2016,Supply per capita (gigajoules),219
36,Australia,2017,Supply per capita (gigajoules),219
36,Australia,2018,Supply per capita (gigajoules),217
40,Austria,1995,Primary energy production (petajoules),368
40,Austria,2000,Primary energy production (petajoules),410
40,Austria,2005,Primary energy production (petajoules),411
40,Austria,2010,Primary energy production (petajoules),500
40,Austria,2015,Primary energy production (petajoules),501
40,Austria,2016,Primary energy production (petajoules),513
40,Austria,2017,Primary energy production (petajoules),516
40,Austria,2018,Primary energy production (petajoules),488
40,Austria,1995,Net imports [Imports - Exports - Bunkers] (petajoules),741
40,Austria,2000,Net imports [Imports - Exports - Bunkers] (petajoules),778
40,Austria,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"1,006"
40,Austria,2010,Net imports [Imports - Exports - Bunkers] (petajoules),892
40,Austria,2015,Net imports [Imports - Exports - Bunkers] (petajoules),822
40,Austria,2016,Net imports [Imports - Exports - Bunkers] (petajoules),855
40,Austria,2017,Net imports [Imports - Exports - Bunkers] (petajoules),904
40,Austria,2018,Net imports [Imports - Exports - Bunkers] (petajoules),881
40,Austria,1995,Changes in stocks (petajoules),-14
40,Austria,2000,Changes in stocks (petajoules),-10
40,Austria,2005,Changes in stocks (petajoules),2
40,Austria,2010,Changes in stocks (petajoules),-36
40,Austria,2015,Changes in stocks (petajoules),-48
40,Austria,2016,Changes in stocks (petajoules),-17
40,Austria,2017,Changes in stocks (petajoules),3
40,Austria,2018,Changes in stocks (petajoules),-7
40,Austria,1995,Total supply (petajoules),"1,123"
40,Austria,2000,Total supply (petajoules),"1,198"
40,Austria,2005,Total supply (petajoules),"1,413"
40,Austria,2010,Total supply (petajoules),"1,428"
40,Austria,2015,Total supply (petajoules),"1,371"
40,Austria,2016,Total supply (petajoules),"1,385"
40,Austria,2017,Total supply (petajoules),"1,416"
40,Austria,2018,Total supply (petajoules),"1,377"
40,Austria,1995,Supply per capita (gigajoules),142
40,Austria,2000,Supply per capita (gigajoules),150
40,Austria,2005,Supply per capita (gigajoules),172
40,Austria,2010,Supply per capita (gigajoules),170
40,Austria,2015,Supply per capita (gigajoules),158
40,Austria,2016,Supply per capita (gigajoules),158
40,Austria,2017,Supply per capita (gigajoules),161
40,Austria,2018,Supply per capita (gigajoules),155
31,Azerbaijan,1995,Primary energy production (petajoules),628
31,Azerbaijan,2000,Primary energy production (petajoules),803
31,Azerbaijan,2005,Primary energy production (petajoules),"1,155"
31,Azerbaijan,2010,Primary energy production (petajoules),"2,759"
31,Azerbaijan,2015,Primary energy production (petajoules),"2,474"
31,Azerbaijan,2016,Primary energy production (petajoules),"2,429"
31,Azerbaijan,2017,Primary energy production (petajoules),"2,308"
31,Azerbaijan,2018,Primary energy production (petajoules),"2,349"
31,Azerbaijan,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-91
31,Azerbaijan,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-319
31,Azerbaijan,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-547
31,Azerbaijan,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-2,239"
31,Azerbaijan,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,891"
31,Azerbaijan,2016,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,842"
31,Azerbaijan,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,682"
31,Azerbaijan,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,735"
31,Azerbaijan,1995,Changes in stocks (petajoules),0
31,Azerbaijan,2000,Changes in stocks (petajoules),-2
31,Azerbaijan,2005,Changes in stocks (petajoules),35
31,Azerbaijan,2010,Changes in stocks (petajoules),34
31,Azerbaijan,2015,Changes in stocks (petajoules),-22
31,Azerbaijan,2016,Changes in stocks (petajoules),-13
31,Azerbaijan,2017,Changes in stocks (petajoules),21
31,Azerbaijan,2018,Changes in stocks (petajoules),7
31,Azerbaijan,1995,Total supply (petajoules),536
31,Azerbaijan,2000,Total supply (petajoules),485
31,Azerbaijan,2005,Total supply (petajoules),573
31,Azerbaijan,2010,Total supply (petajoules),486
31,Azerbaijan,2015,Total supply (petajoules),605
